train_times
1.3679640293121338
1.322937250137329
1.2990589141845703
1.2758240699768066
1.283445119857788
1.3864760398864746
1.2965669631958008
1.3277671337127686
1.3197739124298096
1.3849091529846191
1.278548240661621
1.461679220199585
1.2745320796966553
1.2853798866271973
1.2921371459960938
1.3079643249511719
1.3733558654785156
1.2585580348968506
1.3372881412506104
1.304152011871338
