train_loss
2.195251368885808
1.7985392732639922
1.5739319067375332
1.4353994497696805
1.3473267025007676
1.2874833192864685
1.2439421225873555
1.2105442394413077
1.1841158040782862
1.1625615058176535
1.1446408753055537
1.1294354473474224
1.1163048896135068
1.1048354841730297
1.0947366409134447
1.0857617063419
1.0777000312465632
1.0704127118929498
1.0638529800409133
1.0578340424841772
